,orig_index,Datetime,Tweet Id,Text,Username,tweet_len,tweet_num,score,magnitude,google_language,google_entities,google_categories
460,460,2021-10-29 17:37:05+00:00,1.454140242185818e+18,Bitcoin is a boon for MicroStrategy. Just don't look at its income statement ,business,77,460.0,0.0,1.600000023841858,en,"OTHER,ORGANIZATION",
461,461,2021-10-29 09:33:02+00:00,1.454018429086806e+18,"Bitcoin whales fueled the October price jump, Kraken Intelligence says ",business,71,461.0,-0.1000000014901161,0.1000000014901161,en,"OTHER,ORGANIZATION",
462,462,2021-10-29 07:04:03+00:00,1.4539809377677148e+18,"MicroStrategy bought almost 9,000 Bitcoin in the third quarter and says it will consider raising additional money to keep doing so ",business,131,462.0,-0.3000000119209289,0.3000000119209289,en,"OTHER,ORGANIZATION,NUMBER",/Finance/Investing/Currencies & Foreign Exchange
463,463,2021-10-29 03:25:08+00:00,1.453925843093295e+18,"Misinformation about Covid will get you banned from Twitter, and rightly so. Misinformation about Bitcoin will win you millions of followers via ",business,145,463.0,-0.1000000014901161,1.0,en,"PERSON,OTHER",
464,464,2021-10-29 01:48:09+00:00,1.4539014390010511e+18,"LATEST: Ether, the largest cryptocurrency after climbs as much as 3.3% to a record high ",business,88,464.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER,EVENT,NUMBER",
465,465,2021-10-28 19:14:29+00:00,1.4538023664243057e+18,Bitcoin plunged by about in just seconds today as its wild price fluctuations continue ,business,87,465.0,-0.1000000014901161,0.1000000014901161,en,OTHER,
466,466,2021-10-27 18:39:06+00:00,1.4534310770291753e+18,He threw his 600th touchdown pass—now Tom Brady wants to chuck a Bitcoin to the Tampa Bay Buccaneers fan who returned the ball ,business,127,466.0,-0.1000000014901161,0.1000000014901161,en,"OTHER,PERSON,ORGANIZATION,NUMBER",/Sports/Team Sports/American Football
467,467,2021-10-27 16:56:22+00:00,1.453405221254832e+18,"Only a week ago, Bitcoin hit an all-time high of nearly But investors have been dumping the world's most valuable cryptocurrency in favor of the new kid -- or rather, new dog -- in town: shiba inu. ",CNN,198,467.0,-0.3000000119209289,0.3000000119209289,en,"PERSON,OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
468,468,2021-10-27 11:35:07+00:00,1.4533243747659407e+18,A new ETF seeks to bet against Bitcoin futures contracts—and says its investors should be willing to lose everything ,business,117,468.0,-0.6000000238418579,0.6000000238418579,en,"PERSON,OTHER",/Finance/Investing
469,469,2021-10-27 10:45:06+00:00,1.4533117894296617e+18,"After a government crackdown in China, many bitcoin miners are betting on the U.S. ",WSJ,83,469.0,-0.5,0.5,en,"PERSON,EVENT,LOCATION",
470,470,2021-10-27 10:20:04+00:00,1.453305490566439e+18,Bitcoin slides below as traders liquidate the most positions in a month ,business,72,470.0,-0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER",
471,471,2021-10-27 09:56:59+00:00,1.4532996794506158e+18,*BITCOIN DIPS 6% TO FALL BELOW AMID CRYPTO SELLOFF ,Investingcom,51,471.0,-0.1000000014901161,0.1000000014901161,en,"NUMBER,OTHER",
472,472,2021-10-27 07:39:04+00:00,1.4532649717192212e+18,He threw his 600th touchdown pass—now Tom Brady wants to chuck a Bitcoin to the Tampa Bay Buccaneers fan who returned the ball ,business,127,472.0,-0.1000000014901161,0.1000000014901161,en,"OTHER,PERSON,ORGANIZATION,NUMBER",/Sports/Team Sports/American Football
473,473,2021-10-27 06:50:05+00:00,1.4532526454356787e+18,"Canada provides a model for how Australia’s exchange-traded fund sector could expand to offer products investing in Bitcoin, according to fund manager BetaShares ",business,162,473.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER,CONSUMER_GOOD,LOCATION",/Finance/Investing
474,474,2021-10-26 20:27:09+00:00,1.4530958798340628e+18,He threw his 600th touchdown pass -- now Tom Brady wants to chuck a Bitcoin to the Tampa Bay Buccaneers fan who returned the ball ,business,130,474.0,-0.1000000014901161,0.1000000014901161,en,"OTHER,PERSON,ORGANIZATION,NUMBER",/Sports/Team Sports/American Football
475,475,2021-10-26 20:15:00+00:00,1.4530928205294756e+18,"Refuge from inflation might be found somewhere more boring than bitcoin or NTFs, says ",WSJ,86,475.0,-0.5,0.5,en,"OTHER,CONSUMER_GOOD,LOCATION",
476,476,2021-10-26 19:30:03+00:00,1.4530815111342203e+18,"Heard on the Street: Bitcoin, gold and oil are all having a moment as inflation fears rise, but the best haven for ordinary investors might be long-neglected value stocks ",WSJ,171,476.0,0.5,0.5,en,"PERSON,OTHER",/Finance/Investing/Currencies & Foreign Exchange
477,477,2021-10-26 18:58:07+00:00,1.453073471551021e+18,One of the companies that launched a futures-based Bitcoin ETF is looking to debut another -- with amped-up returns ,business,116,477.0,0.5,0.5,en,"OTHER,ORGANIZATION,NUMBER",/Finance/Investing
478,478,2021-10-26 11:25:04+00:00,1.4529594605242368e+18,*TOM BRADY GIVES FAN 1 BITCOIN AS PART OF EXCHANGE FOR RETURNING 600TH TOUCHDOWN BALL ,Investingcom,86,478.0,0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON,EVENT,NUMBER",
479,479,2021-10-26 06:00:11+00:00,1.4528777010486843e+18,Bitcoin’s surging popularity hasn’t changed one of its original attributes. It’s ownership is still concentrated in just a few hands ,business,133,479.0,-0.2000000029802322,0.5,en,"NUMBER,OTHER","/Finance/Investing/Currencies & Foreign Exchange,/Games"
480,480,2021-10-25 20:40:06+00:00,1.452736749126525e+18,"The top 10,000 individual investors in Bitcoin control about one-third of the cryptocurrency in circulation, according to a study ",business,130,480.0,0.0,0.0,en,"OTHER,PERSON,NUMBER",/Finance/Investing/Currencies & Foreign Exchange
481,481,2021-10-25 16:00:07+00:00,1.4526662916895089e+18,"El Salvador has been a hotbed of Bitcoin speculation ever since the cryptocurrency became legal tender there last month. Now, tweaks to the government’s Chivo digital wallet threaten to erase day traders’ easy profits ",business,218,481.0,-0.4000000059604645,0.800000011920929,en,"PERSON,OTHER,ORGANIZATION,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
482,482,2021-10-25 10:54:02+00:00,1.4525892598656123e+18,The auction website of Germany’s law enforcement agencies experiences a Bitcoin-fueled frenzy ,business,94,482.0,-0.2000000029802322,0.2000000029802322,en,"OTHER,ORGANIZATION,LOCATION",
483,483,2021-10-25 04:07:02+00:00,1.452486837675643e+18,"Elon Musk, who has repeatedly touted Dogecoin on social media, responded to a query from a Twitter user asking how much Shiba Inu he holds with, “None.” In a follow-up, he said he has bought Bitcoin, Ether and Dogecoin, and “that’s it” ",business,236,483.0,-0.3000000119209289,0.699999988079071,en,"OTHER,PERSON,ORGANIZATION,EVENT",
484,484,2021-10-24 18:01:32+00:00,1.452334458066149e+18," Out of curiosity, I acquired some ascii hash strings called “Bitcoin, Ethereum Doge”. That’s it. As I’ve said before, don’t bet the farm on crypto! True value is building products providing services to your fellow human beings, not money in any form.",elonmusk,251,484.0,0.0,0.699999988079071,en,"PERSON,OTHER,CONSUMER_GOOD,LOCATION",
485,485,2021-10-24 17:51:57+00:00,1.4523320447433236e+18," Possibly. Bitcoin was conceived at a time of relatively low bandwidth high latency. If both continue to improve substantially, we will reach a point when no second layer is needed.",elonmusk,181,485.0,0.2000000029802322,0.6000000238418579,en,OTHER,/Finance/Investing/Currencies & Foreign Exchange
486,486,2021-10-24 17:16:05+00:00,1.4523230189197926e+18,JPMorgan Chase strategists had some words of caution for investors piling into the first ever Bitcoin-linked ETF ,business,113,486.0,0.0,0.0,en,"OTHER,PERSON,ORGANIZATION",
487,487,2021-10-24 15:15:08+00:00,1.452292582348886e+18,"Since launching Tuesday, the ProShares Bitcoin Strategy ETF has amassed billion in investor assets, the quickest billion-dollar fundraising on record. But that success is almost certain to come at fundholders’ expense, analysts say. ",WSJ,233,487.0,0.3000000119209289,0.699999988079071,en,"PERSON,OTHER",/Finance/Investing/Currencies & Foreign Exchange
488,488,2021-10-24 04:00:11+00:00,1.452122726362198e+18,"Some days it seems just about everybody is urging you to buy bitcoin. Now, your financial adviser might, too. ",WSJ,110,488.0,-0.3000000119209289,0.699999988079071,en,"PERSON,OTHER",/Finance/Investing/Currencies & Foreign Exchange
489,489,2021-10-23 21:30:14+00:00,1.4520245901510735e+18,Bitcoin miners are turning to green energy to keep their electricity-hungry machines chugging while lessening their impact on the environment ,WSJ,142,489.0,-0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON",/Finance/Investing
490,490,2021-10-23 20:09:02+00:00,1.4520041570245222e+18,The massive success of the first Bitcoin ETF is a tough act to follow ,business,70,490.0,0.1000000014901161,0.1000000014901161,en,OTHER,
491,491,2021-10-23 18:37:04+00:00,1.4519810130354913e+18,The massive success of the first Bitcoin ETF is creating a tough act to follow ,business,79,491.0,0.0,0.0,en,OTHER,
492,492,2021-10-23 16:44:06+00:00,1.4519525817150543e+18,JPMorgan Chase strategists had some words of caution for investors piling into the first ever Bitcoin-linked ETF ,business,113,492.0,0.0,0.0,en,"OTHER,PERSON,ORGANIZATION",
493,493,2021-10-23 13:32:34+00:00,1.451904382325379e+18,The smashing success of the first to Bitcoin ETFs is creating a tough act to follow. ,business,85,493.0,0.0,0.0,en,OTHER,
494,494,2021-10-23 10:39:01+00:00,1.4518607089126769e+18,"Some days it seems just about everybody is urging you to buy bitcoin. Now, your financial adviser might, too. ",WSJ,110,494.0,-0.3000000119209289,0.699999988079071,en,"PERSON,OTHER",/Finance/Investing/Currencies & Foreign Exchange
495,495,2021-10-23 09:26:39+00:00,1.451842495457923e+18,"*BITCOIN FALLS 5% IN WEEKEND TRADE, PULLING BACK FROM RECORD HIGH ",Investingcom,66,495.0,-0.2000000029802322,0.2000000029802322,en,"NUMBER,OTHER",
496,496,2021-10-22 20:09:02+00:00,1.451641767703556e+18,"Crypto exchanges could prevent the kind of flash crash that bedeviled Binance and Bitcoin this week, if they followed the stock market's example. But will they? ",business,161,496.0,-0.2000000029802322,0.4000000059604645,en,"OTHER,EVENT",/Finance/Investing
497,497,2021-10-22 18:37:06+00:00,1.4516186321114644e+18,Bitcoin’s record-breaking week is ending on a down note ,business,56,497.0,-0.1000000014901161,0.1000000014901161,en,OTHER,
498,498,2021-10-22 15:11:04+00:00,1.4515667830690324e+18,"The second futures-backed U.S. Bitcoin exchange-traded fund began trading Friday, three days after the hugely successful launch of the first such investment product ",business,165,498.0,0.4000000059604645,0.4000000059604645,en,"NUMBER,OTHER,EVENT,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
499,499,2021-10-22 12:54:06+00:00,1.451532313628713e+18,"""Black Swan"" author Nassim Nicholas Taleb compares Bitcoin to the 17th century bubble in tulip bulbs ",business,101,499.0,0.0,0.0,en,"OTHER,PERSON,NUMBER,WORK_OF_ART",
500,500,2021-10-22 12:33:05+00:00,1.4515270239151145e+18,Strategists are already setting out their stalls for how high the next Bitcoin rally will take it — or only ,business,108,500.0,0.0,0.0,en,"OTHER,PERSON,EVENT",/Finance/Investing/Currencies & Foreign Exchange
501,501,2021-10-22 08:28:04+00:00,1.451465363225518e+18,Walmart has started a pilot program in which shoppers at some U.S. stores can buy Bitcoin at Coinstar kiosks ,business,109,501.0,0.1000000014901161,0.1000000014901161,en,"OTHER,PERSON,ORGANIZATION,LOCATION,CONSUMER_GOOD",
502,502,2021-10-22 08:05:07+00:00,1.451459590038737e+18,"""Black Swan"" author Nassim Nicholas Taleb compares Bitcoin to the 17th century bubble in tulip bulbs ",business,101,502.0,0.0,0.0,en,"OTHER,PERSON,NUMBER,WORK_OF_ART",
503,503,2021-10-22 07:33:08+00:00,1.4514515408044485e+18,Strategists are already setting out their stalls for how high the next Bitcoin rally will take it — or only ,business,108,503.0,0.0,0.0,en,"OTHER,PERSON,EVENT",/Finance/Investing/Currencies & Foreign Exchange
504,504,2021-10-22 04:35:04+00:00,1.4514067296490496e+18,"The Proshares Bitcoin Strategy ETF is already close to reaching the limit on the total number of futures contracts it is permitted to hold, just days after launching ",business,166,504.0,0.1000000014901161,0.1000000014901161,en,OTHER,/Finance/Investing/Currencies & Foreign Exchange
505,505,2021-10-22 03:03:05+00:00,1.4513835801819955e+18,Walmart has started a pilot program in which shoppers at some U.S. stores can buy at Coinstar kiosks ,business,101,505.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER,ORGANIZATION,LOCATION",
506,506,2021-10-21 21:21:31+00:00,1.451297620874383e+18,*WALMART HAS QUIETLY STARTED HOSTING ATMS: COINDESK ,Investingcom,52,506.0,0.0,0.0,en,"OTHER,ORGANIZATION",
507,507,2021-10-21 21:05:07+00:00,1.4512934948663337e+18,Houston’s pension fund for firefighters said it bought million worth of bitcoin and ether for its defined-benefit plan’s portfolio ,WSJ,131,507.0,0.0,0.0,en,"PERSON,OTHER,LOCATION",/Finance/Investing
508,508,2021-10-21 20:51:06+00:00,1.451289965548163e+18,"Peter Thiel told a crowd assembled at a Miami conference where he’d look for clues about the real identity of Satoshi Nakamoto, the now almost mythical pseudonymous founder of Bitcoin -- a beach in the Caribbean ",business,212,508.0,0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON,EVENT,LOCATION",
509,509,2021-10-21 19:05:06+00:00,1.4512632931847905e+18,"The first U.S. Bitcoin futures ETF is already close to reaching the limit on the total number of futures contracts it is permitted to hold, just days after launching ",business,166,509.0,0.1000000014901161,0.1000000014901161,en,"OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
510,510,2021-10-21 16:55:09+00:00,1.4512305895086285e+18,The price of Bitcoin appeared to temporarily plunge about 87% on Binance’s U.S. exchange Thursday morning in another major snafu for cryptocurrency trading ,business,156,510.0,-0.2000000029802322,0.2000000029802322,en,"NUMBER,OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
511,511,2021-10-21 15:12:04+00:00,1.4512046472141005e+18,"Bitcoin is a tulip bubble without the aesthetics and disguised as a “currency,” former options trader Nassim Nicholas Taleb says in a tweet ",business,140,511.0,-0.699999988079071,0.699999988079071,en,"PERSON,OTHER,WORK_OF_ART",/Finance/Investing/Currencies & Foreign Exchange
512,512,2021-10-21 14:50:46+00:00,1.4511992856812872e+18,*CRYPTO MARKET CAP TOPS TRILLION AS RALLY REACHES BEYOND BITCOIN ,Investingcom,65,512.0,0.0,0.0,en,"OTHER,EVENT",
513,513,2021-10-21 14:46:08+00:00,1.4511981215521997e+18,"Peter Thiel told a crowd assembled at a Miami conference where he’d look for clues about the real identity of Satoshi Nakamoto, the now almost mythical pseudonymous founder of Bitcoin -- a beach in the Caribbean ",business,212,513.0,0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON,EVENT,LOCATION",
514,514,2021-10-21 14:22:04+00:00,1.4511920633875292e+18,"After Bitcoin reached a new high, it was due to take a pause ",business,61,514.0,-0.2000000029802322,0.2000000029802322,en,OTHER,
515,515,2021-10-21 14:11:02+00:00,1.451189288700244e+18,"Before the launch of the first ever Bitcoin-linked ETF in the U.S., plenty on Wall Street cautioned the derivatives-powered trade was no free lunch ",business,148,515.0,-0.2000000029802322,0.2000000029802322,en,"OTHER,EVENT,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
516,516,2021-10-21 12:30:08+00:00,1.4511638948195287e+18,Bitcoin miners are turning to green energy to keep their electricity-hungry machines chugging while lessening their impact on the environment ,WSJ,142,516.0,-0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON",/Finance/Investing
517,517,2021-10-21 11:29:05+00:00,1.4511485299850117e+18,Here's a guide to all the big Bitcoin news from this week ,business,58,517.0,0.0,0.0,en,"OTHER,WORK_OF_ART",
518,518,2021-10-21 06:55:35+00:00,1.4510797017920102e+18,The crypto market hits an all-time peak of more than trillion as the rally reaches beyond Bitcoin ,business,98,518.0,0.3000000119209289,0.3000000119209289,en,"OTHER,EVENT",
519,519,2021-10-21 05:22:01+00:00,1.4510561542352443e+18,"After Bitcoin soared past its April high to reach a fresh record, bulls see a lot of open sky ahead for the world’s largest cryptocurrency ",business,139,519.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
520,520,2021-10-21 03:21:02+00:00,1.451025708474671e+18,"Bitcoin’s record rally helped push the value of assets used in decentralized finance to billion for the first time, according to data compiled by DeFi Pulse ",business,157,520.0,0.6000000238418579,0.6000000238418579,en,"OTHER,EVENT",/Finance/Investing/Currencies & Foreign Exchange
521,521,2021-10-21 02:52:05+00:00,1.451018425489318e+18,The U.S. is preparing to vaccinate its kids. Bitcoin hit a record. Lloyd Blankfein wants to go to Washington. Here’s your Evening Briefing ,business,139,521.0,-0.2000000029802322,0.8999999761581421,en,"OTHER,PERSON,LOCATION,WORK_OF_ART","/Health/Health Conditions/Infectious Diseases,/Law & Government/Public Safety"
522,522,2021-10-21 02:39:06+00:00,1.4510151561006449e+18,"Valkyrie says its U.S. Bitcoin futures ETF is set to launch on Friday, but the ticker won't be BTFD ",business,100,522.0,-0.6000000238418579,0.6000000238418579,en,"OTHER,LOCATION,WORK_OF_ART",/Finance/Investing/Currencies & Foreign Exchange
523,523,2021-10-21 01:52:02+00:00,1.4510033109374523e+18,Tesla is holding onto its pioneering stake in Bitcoin ,business,54,523.0,0.1000000014901161,0.1000000014901161,en,"OTHER,ORGANIZATION",
524,524,2021-10-21 01:47:07+00:00,1.45100207530804e+18,"After Bitcoin soared past its April high to reach a fresh record, bulls see a lot of open sky ahead for the world’s largest cryptocurrency ",business,139,524.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
525,525,2021-10-21 01:39:06+00:00,1.4510000560862085e+18,JPMorgan says Bitcoin’s record run is being driven by inflation ,business,64,525.0,-0.4000000059604645,0.4000000059604645,en,"OTHER,ORGANIZATION,EVENT",
526,526,2021-10-20 23:36:06+00:00,1.450969102823088e+18,"The ProShares Bitcoin Strategy ETF reaches billion in assets under management in just two days, the shortest time that any ETF has taken to hit that mark ",business,154,526.0,0.0,0.0,en,"NUMBER,OTHER",/Finance/Investing
527,527,2021-10-20 23:00:01+00:00,1.4509600238788687e+18,*BITCOIN RIDES ETF EUPHORIA TO NEW RECORD HIGH - ,Investingcom,49,527.0,0.0,0.0,en,OTHER,
528,528,2021-10-20 22:45:05+00:00,1.450956265803354e+18,"Bitcoin hit a new high Wednesday, powered by a wave of buying after the first U.S. exchange-traded fund linked to the cryptocurrency started trading ",WSJ,149,528.0,0.3000000119209289,0.3000000119209289,en,"OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
529,529,2021-10-20 22:07:02+00:00,1.4509466872798003e+18,"The Bitcoin ETF was a big step forward for asset managers, but for crypto believers, the whole point of the Bitcoin project is to bypass Wall Street ",business,149,529.0,-0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER",/Finance/Investing/Currencies & Foreign Exchange
530,530,2021-10-20 20:09:11+00:00,1.4509170288528712e+18,*TESLA SAW BITCOIN-RELATED IMPAIRMENT OF IN 3Q ,Investingcom,47,530.0,0.0,0.0,en,"OTHER,ORGANIZATION,NUMBER",
531,531,2021-10-20 18:30:10+00:00,1.4508921132987924e+18,Bitcoin has rallied to a record high a day after a bitcoin exchange traded fund launched on Wall Street for the first time. The digital coin struck a high of surpassing its April peak ,FinancialTimes,184,531.0,0.0,0.4000000059604645,en,OTHER,/Finance/Investing/Currencies & Foreign Exchange
532,532,2021-10-20 18:22:09+00:00,1.450890093502386e+18,The hotly anticipated debut of the first Bitcoin-linked ETF listed in the U.S. was likely largely ignored by retail traders ,business,124,532.0,-0.699999988079071,0.699999988079071,en,"PERSON,OTHER,EVENT,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
533,533,2021-10-20 18:14:05+00:00,1.4508880654136975e+18,"Crypto miner Stronghold Digital Mining debuted at the right time, trading more than 50% above its IPO price in its first trading session -- the same day Bitcoin hit an all-time high ",business,182,533.0,0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON,EVENT,CONSUMER_GOOD,NUMBER",/Finance/Investing
534,534,2021-10-20 17:44:02+00:00,1.4508805033142764e+18,"The race is on to cut costs in U.S. Bitcoin futures ETFs, just a day after the first one debuted ",business,97,534.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER,EVENT,LOCATION,NUMBER",/Finance/Investing/Currencies & Foreign Exchange
535,535,2021-10-20 16:30:11+00:00,1.4508619161219686e+18,"China’s campaign against cryptocurrencies led to authorities shutting down bitcoin mining operations in May, but some digital traders in the country are not giving up. Here's how they are finding loopholes in the ruling: ",FinancialTimes,221,535.0,-0.4000000059604645,0.800000011920929,en,"PERSON,OTHER,ORGANIZATION,EVENT,LOCATION",/Finance/Investing
536,536,2021-10-20 16:15:05+00:00,1.4508581191862351e+18,"Bitcoin hit a new high Wednesday, powered by a wave of buying after the first U.S. exchange-traded fund linked to the cryptocurrency started trading ",WSJ,149,536.0,0.3000000119209289,0.3000000119209289,en,"OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
537,537,2021-10-20 15:07:45+00:00,1.4508411732837048e+18,"Bitcoin hit a new all-time high of nearly Wednesday, topping the previous record set in April. The world's most valuable cryptocurrency has surged 50% this month, from just under at the end of September. ",CNN,204,537.0,0.2000000029802322,0.4000000059604645,en,"NUMBER,OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
538,538,2021-10-20 14:18:37+00:00,1.450828806168752e+18,*BITCOIN TOPS LEVEL FOR THE FIRST TIME IN HISTORY ,Investingcom,50,538.0,0.2000000029802322,0.2000000029802322,en,"OTHER,EVENT",
539,539,2021-10-20 14:03:53+00:00,1.450825098403926e+18,"Earnings ease stagflation worries, Bitcoin close to record high, and Democrats move to break stalemate. Here's what is moving markets ",business,134,539.0,0.1000000014901161,0.3000000119209289,en,"PERSON,OTHER",/Business & Industrial
540,540,2021-10-20 14:01:06+00:00,1.4508244015077868e+18,Crypto bull Cathie Wood sat out the new Bitcoin ETF. Here's why ,business,64,540.0,-0.4000000059604645,0.8999999761581421,en,"PERSON,OTHER",
541,541,2021-10-20 13:58:54+00:00,1.4508238451250053e+18, BREAKING: *BITCOIN RISES TO NEW RECORD HIGH OF ,Investingcom,48,541.0,-0.3000000119209289,0.3000000119209289,en,"OTHER,EVENT",
542,542,2021-10-20 13:49:33+00:00,1.4508214941462733e+18,"BREAKING: Bitcoin rises to new record high, trades above ",business,57,542.0,0.0,0.0,en,"OTHER,EVENT",
543,543,2021-10-20 06:35:06+00:00,1.4507121602172764e+18,"Global cryptocurrency-linked shares are outperforming the traditional top equity sectors, helped by Bitcoin’s rally to the cusp of a record high ",business,145,543.0,0.699999988079071,0.699999988079071,en,"OTHER,EVENT",/Finance/Investing/Currencies & Foreign Exchange
544,544,2021-10-20 02:10:07+00:00,1.4506454752883095e+18,The first Bitcoin-linked exchange-traded fund listed in the U.S. debuted as the second-most heavily traded fund on record. Here’s your Evening Briefing ,business,152,544.0,0.0,0.1000000014901161,en,"OTHER,LOCATION,WORK_OF_ART",/Finance/Investing/Currencies & Foreign Exchange
545,545,2021-10-20 00:15:48+00:00,1.45061670526541e+18, First Bitcoin ETF debuts in the U.S. China plans to intervene in the coal market. Netflix sees a subscriber surge thanks to “Squid Game.” Here’s what you need to know at the start of Asia's trading day ,business,203,545.0,0.1000000014901161,0.800000011920929,en,"OTHER,ORGANIZATION,LOCATION,EVENT",/Finance/Investing
546,546,2021-10-19 22:00:21+00:00,1.4505826195954483e+18,"The first US bitcoin exchange traded fund launched on Tuesday, capping an almost decade-long push for a cryptocurrency-linked product to appear on a major Wall Street venue ",FinancialTimes,173,546.0,0.0,0.0,en,"OTHER,CONSUMER_GOOD,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
547,547,2021-10-19 21:56:05+00:00,1.450581545295749e+18,Investors looking to trade the ProShares Bitcoin Strategy ETF outside of regular market hours will be able to do so on Blue Ocean’s new alternative-trading platform ,business,165,547.0,0.0,0.0,en,"OTHER,PERSON,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
548,548,2021-10-19 21:19:53+00:00,1.4505724334639104e+18,*BITCOIN CLIMBS ABOVE CLOSING IN ON NEW ALL-TIME HIGH ,Investingcom,54,548.0,0.0,0.0,en,OTHER,
549,549,2021-10-19 19:01:03+00:00,1.4505374961741207e+18,*BITCOIN EXTENDS GAINS TO HIGHEST SINCE APRIL ,Investingcom,46,549.0,0.0,0.0,en,OTHER,
550,550,2021-10-19 18:43:07+00:00,1.4505329834595205e+18,"*AMC CEO ADAM ARON SAYS AMC WILL ACCEPT BITCOIN, ETHEREUM AND DOGECOIN STARTING FROM Q1 - CNBC INTERVIEW ",Investingcom,105,550.0,-0.3000000119209289,0.3000000119209289,en,"OTHER,PERSON,ORGANIZATION","/Finance/Investing/Currencies & Foreign Exchange,/Business & Industrial"
551,551,2021-10-19 17:45:07+00:00,1.450518385826091e+18,"Cryptocurrency investors finally got what they've been clamoring for as the first bitcoin-linked, exchange-traded fund launched Tuesday. ",CNN,137,551.0,0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON",/Finance/Investing/Currencies & Foreign Exchange
552,552,2021-10-19 16:59:07+00:00,1.4505068124201329e+18,"Should you buy the new Bitcoin ETF? It may be easier and cheaper to just buy Bitcoin, writes ",business,93,552.0,-0.2000000029802322,0.5,en,OTHER,/Finance/Investing/Currencies & Foreign Exchange
553,553,2021-10-19 16:46:04+00:00,1.4505035278481572e+18,"Cryptocurrency investors finally got what they've been clamoring for as the first bitcoin-linked, exchange-traded fund launched Tuesday. ",CNN,137,553.0,0.2000000029802322,0.2000000029802322,en,"OTHER,PERSON",/Finance/Investing/Currencies & Foreign Exchange
554,554,2021-10-19 16:28:05+00:00,1.4504990019843564e+18,MicroStrategy shares fell on Tuesday as the launch of the first Bitcoin ETF may undercut the case for buying the stock a vehicle to invest in crypto ,business,149,554.0,-0.2000000029802322,0.2000000029802322,en,"OTHER,CONSUMER_GOOD,ORGANIZATION,EVENT",/Finance/Investing
555,555,2021-10-19 16:05:06+00:00,1.4504932151660626e+18,Traders planning to pile into the first U.S. Bitcoin ETF in hopes of big gains may risk missing even greater rewards ,business,117,555.0,-0.800000011920929,0.800000011920929,en,"OTHER,PERSON,LOCATION",/Finance/Investing
556,556,2021-10-19 16:03:05+00:00,1.4504927101006395e+18,Bitcoin is now too big for Wall Street to ignore (via AP) ,business,58,556.0,-0.699999988079071,0.699999988079071,en,"OTHER,ORGANIZATION",
557,557,2021-10-19 16:00:50+00:00,1.4504921453543956e+18,*SEC CHAIR GENSLER: REMAINS A HIGHLY SPECULATIVE ASSET CLASS *GENSLER: BITCOIN FUTURES BENEFIT FROM YEARS OF U.S. OVERSIGHT,Investingcom,123,557.0,0.0,0.0,en,"OTHER,PERSON,ORGANIZATION,LOCATION",
558,558,2021-10-19 15:40:10+00:00,1.4504869433058427e+18,Grayscale wants to turn its billion Bitcoin fund—already the world's biggest—into an ETF ,business,89,558.0,-0.4000000059604645,0.4000000059604645,en,"OTHER,LOCATION",
559,559,2021-10-19 15:00:02+00:00,1.4504768440258478e+18,*BITCOIN ETF DEBUT FUELS BETS ON PRICE TARGET BY YEAR-END - ,Investingcom,60,559.0,0.0,0.0,en,OTHER,
560,560,2021-10-19 14:22:24+00:00,1.4504673699654738e+18,*PROSHARES BITCOIN STRATEGY ETF RISES 3% IN ITS TRADING DEBUT ,Investingcom,62,560.0,0.1000000014901161,0.1000000014901161,en,"NUMBER,OTHER,EVENT",
561,561,2021-10-19 13:59:26+00:00,1.450461591384826e+18,"After years of delays, the first Bitcoin-linked ETF in the U.S. makes its debut ",business,80,561.0,0.0,0.0,en,"OTHER,EVENT,LOCATION",
562,562,2021-10-19 13:51:08+00:00,1.450459504492036e+18,Bitcoin exchange traded fund debuts on Wall Street ,FinancialTimes,51,562.0,0.0,0.0,en,OTHER,
